dummy,dummy,â€œThe law of <b>levity</b> is allowed to supersede the law of gravity.â€ â€”R. ,dummy
dummy,dummy,She went to buy an apple from an airport <b>bodega</b>. ,dummy
dummy,dummy,"In other words, itâ€™s not so much whether youâ€™re actually funnyâ€”itâ€™s whether you have the <b>gumption</b> to tell any joke (which signals confidence), and whether that joke is appropriate for the context, that signals status and competence. ",dummy
dummy,dummy,"When you walk around on the <b>precipice</b> of a smile, youâ€™ll be surprised how many things you encounter that push you over the edge. ",dummy
dummy,dummy,"His fingers were laced behind his head, shoulders relaxed, chair leaned back so far it was straining both <b>credulity</b> and the Steelcase springs holding it together. ",dummy
dummy,dummy,"Instead, he chooses a team with the polar opposite reputation and goes even farther outside the norms in the opposite direction, inventing an outlandish and contrasting fate for the notoriously <b>woebegone</b> Cleveland Browns. ",dummy
dummy,dummy,Good analogies are like <b>cantilevered</b> bridges: difficult to construct. ,dummy
dummy,dummy,"As a new crop of youngsters joined the company, they took their social cues from the more <b>staid</b> culture that had taken root. ",dummy
dummy,dummy,"Take Cards Against Humanity, a popular party game known for being <b>irreverent</b>, edgy, and at times*5 politically incorrect. ",dummy
dummy,dummy,"Healing yourself is returning to your most natural state, which is hungry for personal freedom, <b>irreverent</b> to the suffocating opinions of others, creates without doubt, shows up without fear, and loves without stipulations and agreements and conditions. ",dummy
dummy,dummy,"However, on one occasion I did receive the most restrained of <b>bollockings</b>. ",dummy
dummy,dummy,A bit of a <b>reprobate</b>. ,dummy
dummy,dummy,"‘Oh yeah,’ I <b>blagged</b> quickly. ",dummy
dummy,dummy,I’d like to think of that as <b>poppycock</b>. ,dummy
dummy,dummy,"I waited, cold dread in my veins, for the knock on the door or, worse, for the <b>parp</b> of Chris Carreras’s whistle. ",dummy
dummy,dummy,Fortunately for the schoolgirls my mum wasn’t there – she can be quite <b>bolshie</b> when people crowd me. ,dummy
dummy,dummy,"Quite what they were doing, I don’t know – I was just the guy on the metal pole with the fans blowing in my face, staring at a picture of a stunning <b>carp</b> – but I do know that it seemed to take forever to complete even the smallest amount of footage. ",dummy
dummy,dummy,"Each scene is filmed from various angles and they decided that, since they principally needed shots of Maggie, and our role was to help her performance, we could ditch the <b>menagerie</b>. ",dummy
dummy,dummy,"I’d been the butt of their joke, made to look a bit of an arse, but thankfully my <b>derrière</b> remained covered and my modesty preserved. ",dummy
dummy,dummy,"At every moment up until then, he’d have <b>dobbed</b> Harry in. ",dummy
dummy,dummy,"He was a real <b>motormouth</b> and mischievous, but kind. ",dummy
dummy,dummy,Mostly it was childish over-<b>exuberance</b>. ,dummy
dummy,dummy,"We were just kids being kids, albeit <b>lairy</b> ones. ",dummy
dummy,dummy,Later that day I was getting my <b>barnet</b> done and the same guy walked into the hair and make-up department. ,dummy
dummy,dummy,"A uniformed officer came in, gave me a full-on Line of Duty interrogation, then proceeded to give me the <b>bollocking</b> of my life. ",dummy
dummy,dummy,"Jason is not, shall we say, entirely free of the actor’s traditional <b>foibles</b>. ",dummy
dummy,dummy,"And a crestfallen Jason, well aware that he had just been politely refused, returned the book to the kid, who must have thought his precious copy had just been <b>snaffled</b> in quite a Malfoy-esque manner. ",dummy
dummy,dummy,I found myself at the receiving end of Ralph’s <b>idiosyncratic</b> methods when we filmed the final scene of the Battle of Hogwarts. ,dummy
dummy,dummy,"On a couple of occasions, the therapists caught me <b>canoodling</b> with her round the side of the building when we were pretending to put the bins out. ",dummy
dummy,dummy,"Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a <b>chaise</b> and four to see the place, and was so much delighted with it, that he agreed with Mr. ",dummy
dummy,dummy,"Bennet; and, as he spoke, he left the room, fatigued with the <b>raptures</b> of his wife. ",dummy
dummy,dummy,"Bingley was good-looking and gentlemanlike; he had a pleasant <b>countenance</b>, and easy, unaffected manners. ",dummy
dummy,dummy,"Bennet, whose dislike of his general behaviour was sharpened into particular resentment by his having <b>slighted</b> one of her daughters. ",dummy
dummy,dummy,Affectation of <b>candour</b> is common enough—one meets with it everywhere. ,dummy
dummy,dummy,"They were rather handsome, had been educated in one of the first private <b>seminaries</b> in town, had a fortune of twenty thousand pounds, were in the habit of spending more than they ought, and of associating with people of rank, and were therefore in every respect entitled to think well of themselves, and meanly of others. ",dummy
dummy,dummy,"Bingley was endeared to Darcy by the easiness, openness, and <b>ductility</b> of his temper, though no disposition could offer a greater contrast to his own, and though with his own he never appeared dissatisfied. ",dummy
dummy,dummy,"For, though elated by his rank, it did not render him <b>supercilious</b>; on the contrary, he was all attention to everybody. ",dummy
dummy,dummy,"By Jane, this attention was received with the greatest pleasure, but Elizabeth still saw <b>superciliousness</b> in their treatment of everybody, hardly excepting even her sister, and could not like them; though their kindness to Jane, such as it was, had a value as arising in all probability from the influence of their brother's admiration. ",dummy
dummy,dummy,"If the dispositions of the parties are ever so well known to each other or ever so similar beforehand, it does not advance their <b>felicity</b> in the least. ",dummy
dummy,dummy,"The village of Longbourn was only one mile from Meryton; a most convenient distance for the young ladies, who were usually tempted thither three or four times a week, to pay their duty to their aunt and to a <b>milliner</b>'s shop just over the way. ",dummy
dummy,dummy,"To the civil inquiries which then poured in, and amongst which she had the pleasure of distinguishing the much superior <b>solicitude</b> of Mr. ",dummy
dummy,dummy,"Hurst, by whom Elizabeth sat, he was an <b>indolent</b> man, who lived only to eat, drink, and play at cards; who, when he found her to prefer a plain dish to a ragout, had nothing to say to her. ",dummy
dummy,dummy,"On entering the drawing-room she found the whole party at <b>loo</b>, and was immediately invited to join them; but suspecting them to be playing high she declined it, and making her sister the excuse, said she would amuse herself for the short time she could stay below, with a book. ",dummy
dummy,dummy,So <b>genteel</b> and easy! ,dummy
dummy,dummy,"But if it be only a slight, thin sort of inclination, I am convinced that one good <b>sonnet</b> will starve it entirely away."" ",dummy
dummy,dummy,"The two girls had been whispering to each other during the whole visit, and the result of it was, that the youngest should <b>tax</b> Mr. ",dummy
dummy,dummy,"Bingley were at <b>piquet</b>, and Mrs. ",dummy
dummy,dummy,"""I dare say you believed it; but I am by no means convinced that you would be gone with such <b>celerity</b>. ",dummy
dummy,dummy,"Miss Bingley warmly resented the indignity he had received, in an <b>expostulation</b> with her brother for talking such nonsense. ",dummy
dummy,dummy,"Miss Bingley moved with some <b>alacrity</b> to the pianoforte; and, after a polite request that Elizabeth would lead the way which the other as politely and more earnestly negatived, she seated herself. ",dummy
dummy,dummy,"Elizabeth, having rather expected to affront him, was amazed at his gallantry; but there was a mixture of sweetness and <b>archness</b> in her manner which made it difficult for her to affront anybody; and Darcy had never been so bewitched by any woman as he was by her. ",dummy
dummy,dummy,"""Much more rational, my dear <b>Caroline</b>, I dare say, but it would not be near so much like a ball."" ",dummy
dummy,dummy,"Collins had followed him after breakfast; and there he would continue, nominally engaged with one of the largest <b>folios</b> in the collection, but really talking to Mr. ",dummy
dummy,dummy,"We are each of an unsocial, taciturn disposition, unwilling to speak, unless we expect to say something that will amaze the whole room, and be handed down to posterity with all the <b>eclat</b> of a proverb."" ",dummy
dummy,dummy,"A deeper shade of <b>hauteur</b> overspread his features, but he said not a word, and Elizabeth, though blaming herself for her own weakness, could not go on. ",dummy
dummy,dummy,"Darcy; but he will vouch for the good conduct, the <b>probity</b>, and honour of his friend, and is perfectly convinced that Mr. ",dummy
dummy,dummy,"It will be in my power to assure him that her ladyship was quite well yesterday <b>se'nnight</b>."" ",dummy
dummy,dummy,"Collins listened to her with the determined air of following his own inclination, and, when she ceased speaking, replied thus: ""My dear Miss Elizabeth, I have the highest opinion in the world in your excellent judgement in all matters within the scope of your understanding; but permit me to say, that there must be a wide difference between the established forms of ceremony amongst the <b>laity</b>, and those which regulate the clergy; for, give me leave to observe that I consider the clerical office as equal in point of dignity with the highest rank in the kingdom—provided that a proper humility of behaviour is at the same time maintained. ",dummy
dummy,dummy,"Bennet was perfectly satisfied, and <b>quitted</b> the house under the delightful persuasion that, allowing for the necessary preparations of settlements, new carriages, and wedding clothes, she should undoubtedly see her daughter settled at Netherfield in the course of three or four months. ",dummy
dummy,dummy,"To such perseverance in wilful self-deception Elizabeth would make no reply, and immediately and in silence withdrew; determined, if he persisted in considering her repeated refusals as flattering encouragement, to apply to her father, whose negative might be uttered in such a manner as to be decisive, and whose behavior at least could not be mistaken for the affectation and <b>coquetry</b> of an elegant female.",dummy
dummy,dummy,"She endeavoured to secure Jane in her interest; but Jane, with all possible mildness, declined interfering; and Elizabeth, sometimes with real earnestness, and sometimes with playful <b>gaiety</b>, replied to her attacks. ",dummy
dummy,dummy,"Nothing less than the <b>complaisance</b> of a courtier could have borne without anger such treatment; but Sir William's good breeding carried him through it all; and though he begged leave to be positive as to the truth of his information, he listened to all their impertinence with the most forbearing courtesy. ",dummy
dummy,dummy,Between Elizabeth and Charlotte there was a restraint which kept them mutually silent on the subject; and Elizabeth felt persuaded that no real confidence could ever <b>subsist</b> between them again. ,dummy
dummy,dummy,But I will not <b>repine</b>. ,dummy
dummy,dummy,"""And do you <b>impute</b> it to either of those?"" ",dummy
dummy,dummy,"He is a pleasant fellow, and would <b>jilt</b> you creditably."" ",dummy
dummy,dummy,"Darcy may perhaps have heard of such a place as Gracechurch Street, but he would hardly think a month's <b>ablution</b> enough to cleanse him from its impurities, were he once to enter it; and depend upon it, Mr. ",dummy
dummy,dummy,The <b>palings</b> of Rosings Park was their boundary on one side. ,dummy
dummy,dummy,"Elizabeth asked questions in vain; Maria would tell her nothing more, and down they ran into the dining-room, which fronted the lane, in quest of this wonder; It was two ladies stopping in a low <b>phaeton</b> at the garden gate. ",dummy
dummy,dummy,Their table was <b>superlatively</b> stupid. ,dummy
dummy,dummy,"Darcy, it is very ungenerous in you to mention all that you knew to my disadvantage in Hertfordshire—and, give me leave to say, very <b>impolitic</b> too—for it is provoking me to retaliate, and such things may come out as will shock your relations to hear."" ",dummy
dummy,dummy,"She seems perfectly happy, however, and in a <b>prudential</b> light it is certainly a very good match for her."" ",dummy
dummy,dummy,The <b>tete-a-tete</b> surprised them. ,dummy
dummy,dummy,"It seemed like wilful ill-nature, or a voluntary <b>penance</b>, for on these occasions it was not merely a few formal inquiries and an awkward pause and then away, but he actually thought it necessary to turn back and walk with her. ",dummy
dummy,dummy,"A younger son, you know, must be <b>inured</b> to self-denial and dependence."" ",dummy
dummy,dummy,"""In my opinion, the younger son of an <b>earl</b> can know very little of either. ",dummy
dummy,dummy,"The five weeks which she had now passed in Kent had made a great difference in the country, and every day was adding to the <b>verdure</b> of the early trees. ",dummy
dummy,dummy,"Wickham wrote to inform me that, having finally resolved against taking orders, he hoped I should not think it unreasonable for him to expect some more immediate <b>pecuniary</b> advantage, in lieu of the preferment, by which he could not be benefited. ",dummy
dummy,dummy,"Wickham wrote to inform me that, having finally resolved against taking orders, he hoped I should not think it unreasonable for him to expect some more immediate pecuniary advantage, in lieu of the <b>preferment</b>, by which he could not be benefited. ",dummy
dummy,dummy,"What Wickham had said of the living was fresh in her memory, and as she recalled his very words, it was impossible not to feel that there was gross <b>duplicity</b> on one side or the other; and, for a few moments, she flattered herself that her wishes did not err. ",dummy
dummy,dummy,"who have often disdained the generous <b>candour</b> of my sister, and gratified my vanity in useless or blameable mistrust! ",dummy
dummy,dummy,"Her home and her housekeeping, her <b>parish</b> and her poultry, and all their dependent concerns, had not yet lost their charms. ",dummy
dummy,dummy,"These two girls had been above an hour in the place, happily employed in visiting an opposite <b>milliner</b>, watching the sentinel on guard, and dressing a salad and cucumber. ",dummy
dummy,dummy,"Then, showing her purchases—""Look here, I have bought this <b>bonnet</b>. ",dummy
dummy,dummy,"Their party in the dining-room was large, for almost all the Lucases came to meet Maria and hear the news; and various were the subjects that occupied them: Lady Lucas was inquiring of Maria, after the welfare and <b>poultry</b> of her eldest daughter; Mrs. ",dummy
dummy,dummy,"Had Lydia and her mother known the substance of her conference with her father, their indignation would hardly have found expression in their united <b>volubility</b>. ",dummy
dummy,dummy,"Bennet was restored to her usual <b>querulous</b> serenity; and, by the middle of June, Kitty was so much recovered as to be able to enter Meryton without tears; an event of such happy promise as to make Elizabeth hope that by the following Christmas she might be so tolerably reasonable as not to mention an officer above once a day, unless, by some cruel and malicious arrangement at the War Office, another regiment should be quartered in Meryton. ",dummy
dummy,dummy,"They had now entered a beautiful walk by the side of the water, and every step was bringing forward a <b>nobler</b> fall of ground, or a finer reach of the woods to which they were approaching; but it was some time before Elizabeth was sensible of any of it; and, though she answered mechanically to the repeated appeals of her uncle and aunt, and seemed to direct her eyes to such objects as they pointed out, she distinguished no part of the scene. ",dummy
dummy,dummy,"The introduction, however, was immediately made; and as she named their relationship to herself, she stole a sly look at him, to see how he bore it, and was not without the expectation of his <b>decamping</b> as fast as he could from such disgraceful companions. ",dummy
dummy,dummy,Yet time and her aunt moved slowly—and her patience and her ideas were nearly worn our before the <b>tete-a-tete</b> was over. ,dummy
dummy,dummy,"His acquaintance with Elizabeth was very <b>trifling</b>."" ",dummy
dummy,dummy,"In confirmation of this, she related the particulars of all the <b>pecuniary</b> transactions in which they had been connected, without actually naming her authority, but stating it to be such as might be relied on. ",dummy
dummy,dummy,"They had been walking about the place with some of their new friends, and were just returning to the inn to dress themselves for dining with the same family, when the sound of a carriage drew them to a window, and they saw a gentleman and a lady in a <b>curricle</b> driving up the street. ",dummy
dummy,dummy,"Elizabeth immediately recognizing the <b>livery</b>, guessed what it meant, and imparted no small degree of her surprise to her relations by acquainting them with the honour which she expected. ",dummy
dummy,dummy,"Darcy himself; but, whenever she did catch a glimpse, she saw an expression of general <b>complaisance</b>, and in all that he said she heard an accent so removed from hauteur or disdain of his companions, as convinced her that the improvement of manners which she had yesterday witnessed however temporary its existence might prove, had at least outlived one day. ",dummy
dummy,dummy,"Annesley, a <b>genteel</b>, agreeable-looking woman, whose endeavour to introduce some kind of discourse proved her to be more truly well-bred than either of the others; and between her and Mrs. ",dummy
dummy,dummy,"Persuaded as Miss Bingley was that Darcy admired Elizabeth, this was not the best method of recommending herself; but angry people are not always wise; and in seeing him at last look somewhat <b>nettled</b>, she had all the success she expected. ",dummy
dummy,dummy,"In such an <b>exigence</b>, my uncle's advice and assistance would be everything in the world; he will immediately comprehend what I must feel, and I rely upon his goodness."" ",dummy
dummy,dummy,But no such happy marriage could now teach the admiring multitude what <b>connubial</b> felicity really was. ,dummy
dummy,dummy,But no such happy marriage could now teach the admiring multitude what connubial <b>felicity</b> really was. ,dummy
dummy,dummy,"An union of a different tendency, and <b>precluding</b> the possibility of the other, was soon to be formed in their family. ",dummy
dummy,dummy,"Her mother stepped forwards, embraced her, and welcomed her with rapture; gave her hand, with an affectionate smile, to Wickham, who followed his lady; and wished them both joy with an alacrity which <b>shewed</b> no doubt of their happiness. ",dummy
dummy,dummy,"She could not bear such suspense; and hastily seizing a sheet of paper, wrote a short letter to her aunt, to request an explanation of what Lydia had <b>dropt</b>, if it were compatible with the secrecy which had been intended. ",dummy
dummy,dummy,"A low <b>phaeton</b>, with a nice little pair of ponies, would be the very thing. ",dummy
dummy,dummy,"When the tea-things were removed, and the card-tables placed, the ladies all rose, and Elizabeth was then hoping to be soon joined by him, when all her views were overthrown by seeing him fall a victim to her mother's <b>rapacity</b> for whist players, and in a few moments after seated with the rest of the party. ",dummy
dummy,dummy,The venison was roasted to a turn—and everybody said they never saw so fat a <b>haunch</b>. ,dummy
dummy,dummy,"Yes, he had no engagement at all for to-morrow; and her invitation was accepted with <b>alacrity</b>. ",dummy
dummy,dummy,"On opening the door, she perceived her sister and Bingley standing together over the <b>hearth</b>, as if engaged in earnest conversation; and had this led to no suspicion, the faces of both, as they hastily turned round and moved away from each other, would have told it all. ",dummy
dummy,dummy,"As it was certain, however, that somebody was coming, Bingley instantly <b>prevailed</b> on Miss Bennet to avoid the confinement of such an intrusion, and walk away with him into the shrubbery. ",dummy
dummy,dummy,"I must beg, therefore, to be <b>importuned</b> no farther on the subject."" ",dummy
dummy,dummy,"Young ladies have great penetration in such matters as these; but I think I may defy even your <b>sagacity</b>, to discover the name of your admirer. ",dummy
dummy,dummy,"You are not going to be <b>missish</b>, I hope, and pretend to be affronted at an idle report. ",dummy
dummy,dummy,"After a short pause, her companion added, ""You are too generous to <b>trifle</b> with me. ",dummy
dummy,dummy,Each chapter begins not with an <b>epigram</b> but a puzzle. ,dummy
dummy,dummy,"The Duke was so taken by the young Gauss that he agreed to become his <b>patron</b>, funding his education at the local college and then at the University of Göttingen. ",dummy
dummy,dummy,"Connecting Shortcuts I can’t resist adding a little <b>coda</b> to this story, because it makes use of the earlier hard work. ",dummy
dummy,dummy,"I shall reveal in this chapter a rather startling use of a seemingly <b>abstruse</b> bit of mathematics, called imaginary numbers, that provided a crucial shortcut for getting computers to do a whole range of tasks, including safely landing planes at an airport. ",dummy
dummy,dummy,"They represented the number 10 with the image of a <b>hobble</b> for cattle (a device that limits their movement), 100 by a coil of rope, 1,000 by a water lily, 10,000 by a bent finger, 100,000 by a frog, and 1,000,000 by a picture of a man on his knees with his arms in the air looking like he’s just won a million in the lottery. ",dummy
dummy,dummy,"Mathematics was not his primary interest; rather, Napier was fascinated by <b>theology</b> and the occult. ",dummy
dummy,dummy,"Mathematics was not his primary interest; rather, Napier was fascinated by theology and the <b>occult</b>. ",dummy
dummy,dummy,"A young <b>wunderkind</b> from Harvard, Julian Schwinger, had spent the day explaining his complex mathematical approach to QED. ",dummy
dummy,dummy,"The formula seemed sound until Jakob Bernoulli’s cousin Nicolaus, in an almost <b>Oedipal</b> act, came up with the following game. ",dummy
dummy,dummy,This is the quantifying of <b>epistemic</b> uncertainty. ,dummy
dummy,dummy,After a year of preliminary research we arrived in the village—where residents speak an ancient dialect and practice an <b>animist</b> religion that features long-haired forest sprites called bunagaya—with our cameras and recording devices in hand. ,dummy
